sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus,errors
A02-01,Default,,simple,"Default Category",base,"BILLETERA BERRY MIEL",,"4,2"" x 8"" x 0,6""",159,1,"Taxable Goods","Catalog, Search",80000,,,,A02-01,"BILLETERA BERRY MIEL",,"Billetera de cuero parcialmente forrada en tela. Cierre con broches magnéticos, catorce ranuras para tarjetas, dos compartimentos internos y un monedero externo con zipper en la parte de atrás

Leather wallet, partially fabric and taffeta lined inside. Magnetic clasp closure, fourteen card slots, two inside compartments and one outside zipper coin pocket on the back.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Attribute meta_description exceeded max length"
A02-49,Default,,simple,"Default Category",base,"BILLETERA BERRY LIMPET",,"""",164,1,"Taxable Goods","Catalog, Search",80000,,,,A02-49,"BILLETERA BERRY LIMPET",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A02-15,Default,,simple,"Default Category",base,"BILLETERA BERRY VAINILLA",,"""",164,1,"Taxable Goods","Catalog, Search",80000,,,,A02-15,"BILLETERA BERRY VAINILLA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A27-01,Default,,simple,"Default Category/Ejecutiva",base,"BILLETERA EJECUTIVA HOMBRE MIEL",,"3,5"" x 4,5"" x 0,6""",50,1,"Taxable Goods","Catalog, Search",80000,,,,A27-01,"BILLETERA EJECUTIVA HOMBRE MIEL",,"Billetera de cuero forrada en tela. Seis ranuras para tarjetas, un compartimento para billetes y tres compartimentos internos.

Leather wallet, fabric lined inside. Six card slots, one bill compartment and three inside compartments.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A27-03,Default,,simple,"Default Category",base,"BILLETERA EJECUTIVA HOMBRE NEGRO",,"""",63,1,"Taxable Goods","Catalog, Search",80000,,,,A27-03,"BILLETERA EJECUTIVA HOMBRE NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A27-20,Default,,simple,"Default Category",base,"BILLETERA EJECUTIVA ROJA",,"""",64,1,"Taxable Goods","Catalog, Search",80000,,,,A27-20,"BILLETERA EJECUTIVA ROJA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A21-55,Default,,simple,"Default Category/Folia",base,"BILLETERA FOLIA COOPER",,"4"" x 7,5""",136,1,"Taxable Goods","Catalog, Search",80000,,,,A21-55,"BILLETERA FOLIA COOPER",,"Billetera de cuero forrada con tafeta. Cierre con broche, catorce ranuras para tarjetas, cuatro compartimentos internos y un monedero externo con zipper.


Leather wallet, taffeta lined inside. Clasp closure, fourteen card slots, four inside compartments and one outside zipper coin pocket.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Attribute meta_description exceeded max length"
A21-57,Default,,simple,"Default Category",base,"BILLETERA FOLIA NEGRO LAGARTO",,"""",128,1,"Taxable Goods","Catalog, Search",80000,,,,A21-57,"BILLETERA FOLIA NEGRO LAGARTO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A21-07,Default,,simple,"Default Category",base,"BILLETERA FOLIA MANZANA",,"""",140,1,"Taxable Goods","Catalog, Search",80000,,,,A21-07,"BILLETERA FOLIA MANZANA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A38-01,Default,,simple,"Default Category/Monedero",base,"MONEDERO ZIPPER COLOR MIEL",,"3,5"" x 4,5"" x 1,5""",33-39,1,"Taxable Goods","Catalog, Search",80000,,,,A38-01,"MONEDERO ZIPPER COLOR MIEL",,"Monedero de cuero sin forrar. Cierre con zipper.

Unlined leather coin holder. Zipper closure.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A38-11,Default,,simple,"Default Category",base,"MONEDERO ZIPPER COLOR NARANJA",,"""",33-39,1,"Taxable Goods","Catalog, Search",80000,,,,A38-11,"MONEDERO ZIPPER COLOR NARANJA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A38-20,Default,,simple,"Default Category",base,"MONEDERO ZIPPER COLOR ROJO",,"""",33-39,1,"Taxable Goods","Catalog, Search",80000,,,,A38-20,"MONEDERO ZIPPER COLOR ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A38-48,Default,,simple,"Default Category",base,"MONEDERO ZIPPER COLOR SERENITY",,"""",33-39,1,"Taxable Goods","Catalog, Search",80000,,,,A38-48,"MONEDERO ZIPPER COLOR SERENITY",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A38-15,Default,,simple,,base,"MONEDERO ZIPPER VAINILLA",,"""",,1,"Taxable Goods","Catalog, Search",80000,,,,A38-15,"MONEDERO ZIPPER VAINILLA",,"Porta pasaporte de cuero forrado, dos compartimentos internos para el pasarpote y dos tarjeteros internos. Palabra PASSPORT grabada en la parte frontal.

Leather passport holder, lined inside. Two inside compartments for the passport, and 2 card slots inside. The word PASSPORT is engraved at the front",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Attribute meta_description exceeded max length"
A07-01.1,Default,,simple,"Default Category/Porta Pasaporte",base,"PORTAPASAPORTE PASSPORT MIEL",,"5,7"" x 4,2""",55-60,1,"Taxable Goods","Catalog, Search",80000,,,,A07-01.1,"PORTAPASAPORTE PASSPORT MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A07-11.1,Default,,simple,"Default Category",base,"PORTAPASAPORTE PASSPORT NARANJA",,"""",55-60,1,"Taxable Goods","Catalog, Search",80000,,,,A07-11.1,"PORTAPASAPORTE PASSPORT NARANJA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A07-03.1,Default,,simple,"Default Category",base,"PORTAPASAPORTE PASSPORT NEGRO",,"""",55-60,1,"Taxable Goods","Catalog, Search",80000,,,,A07-03.1,"PORTAPASAPORTE PASSPORT NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A07-46.1,Default,,simple,"Default Category",base,"PORTAPASAPORTE PASSPORT PEACH",,"""",55-60,1,"Taxable Goods","Catalog, Search",80000,,,,A07-46.1,"PORTAPASAPORTE PASSPORT PEACH",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A07-20.1,Default,,simple,"Default Category",base,"PORTAPASAPORTE PASSPORT ROJO",,"""",55-60,1,"Taxable Goods","Catalog, Search",80000,,,,A07-20.1,"PORTAPASAPORTE PASSPORT ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A07-47.1,Default,,simple,"Default Category",base,"PORTAPASAPORTE PASSPORT ROSE",,"""",55-60,1,"Taxable Goods","Catalog, Search",80000,,,,A07-47.1,"PORTAPASAPORTE PASSPORT ROSE",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A07-49.1,Default,,simple,"Default Category",base,"PORTAPASAPORTE PASSPORT LIMPET",,"""",55-60,1,"Taxable Goods","Catalog, Search",80000,,,,A07-49.1,"PORTAPASAPORTE PASSPORT LIMPET",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-56,Default,,simple,"Default Category/Carterita Boh",base,"CARTERITA BOH NEGRO METALICO",,"4,5"" x 7"" x 0,6""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-56,"CARTERITA BOH NEGRO METALICO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-53,Default,,simple,"Default Category",base,"CARTERITA BOH PLATEADO",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-53,"CARTERITA BOH PLATEADO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-54,Default,,simple,"Default Category",base,"CARTERITA BOH ROSE GOLD",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-54,"CARTERITA BOH ROSE GOLD",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-59,Default,,simple,"Default Category",base,"CARTERITA BOH SELVA",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-59,"CARTERITA BOH SELVA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-55,Default,,simple,"Default Category",base,"CARTERITA BOH COOPER",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-55,"CARTERITA BOH COOPER",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-52,Default,,simple,"Default Category",base,"CARTERITA BOH DORADO",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-52,"CARTERITA BOH DORADO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-01,Default,,simple,"Default Category",base,"CARTERITA BOH MIEL",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-01,"CARTERITA BOH MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-03,Default,,simple,"Default Category",base,"CARTERITA BOH NEGRO",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-03,"CARTERITA BOH NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A52-20,Default,,simple,"Default Category",base,"CARTERITA BOH ROJO",,"""",55-80,1,"Taxable Goods","Catalog, Search",80000,,,,A52-20,"CARTERITA BOH ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A08-01.3,Default,,simple,"Default Category/Porta documento",base,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS MIEL",,"9"" x 4,4""",115-125,1,"Taxable Goods","Catalog, Search",80000,,,,A08-01.3,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A08-11.3,Default,,simple,"Default Category",base,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NARANJA",,"""",115-125,1,"Taxable Goods","Catalog, Search",80000,,,,A08-11.3,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NARANJA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A08-03.3,Default,,simple,"Default Category",base,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NEGRO",,"""",115-125,1,"Taxable Goods","Catalog, Search",80000,,,,A08-03.3,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A08-46.3,Default,,simple,"Default Category",base,"PORTADEOCUMENTOS DE VIAJE HAPPY TRAVELS PEACH",,"""",115-125,1,"Taxable Goods","Catalog, Search",80000,,,,A08-46.3,"PORTADEOCUMENTOS DE VIAJE HAPPY TRAVELS PEACH",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A08-20.3,Default,,simple,"Default Category",base,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROJO",,"""",115-125,1,"Taxable Goods","Catalog, Search",80000,,,,A08-20.3,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A08-47.3,Default,,simple,"Default Category",base,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROSE GOLD",,"""",115-125,1,"Taxable Goods","Catalog, Search",80000,,,,A08-47.3,"PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROSE GOLD",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,"Value for 'weight' attribute contains incorrect value"
A55-01,Default,,simple,"Default Category/Tarjetero Doble",base,"TARJETERO DOBLE MIEL",,"3,9"" x 2,8""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-01,"TARJETERO DOBLE MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A55-11,Default,,simple,"Default Category",base,"TARJETERO DOBLE NARANJA",,"""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-11,"TARJETERO DOBLE NARANJA",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A55-03,Default,,simple,"Default Category",base,"TARJETERO DOBLE NEGRO",,"""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-03,"TARJETERO DOBLE NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A55-46,Default,,simple,"Default Category",base,"TARJETERO DOBLE PEACH",,"""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-46,"TARJETERO DOBLE PEACH",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A55-20,Default,,simple,"Default Category",base,"TARJETERO DOBLE ROJO",,"""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-20,"TARJETERO DOBLE ROJO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A55-56,Default,,simple,"Default Category",base,"TARJETERO DOBLE NEGRO METALICO",,"""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-56,"TARJETERO DOBLE NEGRO METALICO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A55-55,Default,,simple,"Default Category",base,"TARJETERO DOBLE COOPER",,"""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-55,"TARJETERO DOBLE COOPER",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A55-54,Default,,simple,"Default Category",base,"TARJETERO DOBLE ROSE GOLD",,"""",16,1,"Taxable Goods","Catalog, Search",80000,,,,A55-54,"TARJETERO DOBLE ROSE GOLD",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A26-01,Default,,simple,"Default Category/Cosmetiquera",base,"COSMETIQUERA MIEL",,"5,2"" x 8,5"" ",100,1,"Taxable Goods","Catalog, Search",80000,,,,A26-01,"COSMETIQUERA MIEL",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A26-03,Default,,simple,"Default Category",base,"COSMETIQUERA NEGRO",,"""",110,1,"Taxable Goods","Catalog, Search",80000,,,,A26-03,"COSMETIQUERA NEGRO",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
A26-46,Default,,simple,"Default Category",base,"COSMETIQUERA PEACH",,"""",125,1,"Taxable Goods","Catalog, Search",80000,,,,A26-46,"COSMETIQUERA PEACH",,,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,"Block after Info Column",,,,"Use config",,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,
